City_ID,City Name,Country,Date,Latitude,Longitude,Cloudiness,Humidity,Max Temp,Wind Speed
285,Christchurch,NZ,1587347201,-43.53,172.63,22,29,68,9.17
286,Tongzi,CN,1587347201,28.78,105.09,86,66,66.36,5.5
287,Kichmengskiy Gorodok,RU,1587347201,59.98,45.79,0,89,33.12,1.68
288,Rudbar,AF,1587346949,30.15,62.6,49,33,73.56,2.75
289,Cananeia,BR,1587347201,-25.01,-47.93,11,85,66.2,1.99
290,Ribeira Brava,PT,1587347201,32.65,-17.07,7,71,60.01,5.99
291,Pingliang,CN,1587347058,35.54,106.69,100,25,49.12,8.77
292,Goure,NE,1587347202,13.98,10.27,80,16,74.88,3.58
293,Iqaluit,CA,1587347202,63.75,-68.51,20,76,-4,4.7
294,Garowe,SO,1587347202,8.41,48.48,74,70,76.35,8.08
295,Turayf,SA,1587347202,31.67,38.66,0,54,57.2,6.93
296,Alice Springs,AU,1587346893,-23.7,133.88,53,19,91.4,19.46
297,Chyhyryn,UA,1587347124,49.08,32.66,72,83,38.53,11.56
298,Magdagachi,RU,1587347203,53.45,125.8,100,79,28.11,14.2
299,Coquimbo,CL,1587347203,-29.95,-71.34,90,93,59,2.24
300,Shingu,JP,1587347039,33.73,135.98,75,93,64.4,2.24
301,Estelle,US,1587347203,29.85,-90.11,75,88,79,21.92
302,Ikongo,MG,1587347203,-21.88,47.43,64,84,66.51,1.16
303,Dawei,MM,1587347034,14.08,98.2,0,49,89.01,2.51
304,Zdvinsk,RU,1587347204,54.7,78.66,3,56,53.91,2.15
305,Labytnangi,RU,1587347204,66.66,66.42,98,94,33.19,3.38
306,Batagay,RU,1587347204,67.63,134.63,97,88,17.78,4.07
307,Lerwick,GB,1587347000,60.15,-1.15,0,81,44.6,6.93
308,Krasnoselkup,RU,1587347074,65.7,82.47,100,97,36.61,13.69
309,Vostok,RU,1587346977,46.49,135.88,100,39,47.57,9.64
310,Road Town,VG,1587347205,18.42,-64.62,22,83,80.01,11.99
311,Mahebourg,MU,1587347205,-20.41,57.7,75,83,77,12.75
312,Skibbereen,IE,1587347007,51.55,-9.27,29,87,46.4,9.17
313,Yining,CN,1587347205,29.04,114.56,100,71,64.22,4.61
314,Dudinka,RU,1587347031,69.41,86.18,100,74,37.4,29.08
315,Cabo San Lucas,MX,1587347045,22.89,-109.91,5,49,73.99,5.82
316,Crown Point,US,1587347186,41.42,-87.37,1,61,44.01,5.82
317,Galle,LK,1587347206,6.04,80.22,0,74,84.02,9.4
318,Port-Gentil,GA,1587347206,-0.72,8.78,100,83,79.81,3
319,Zinapecuaro,MX,1587347206,19.87,-100.82,20,36,80.6,11.41
320,Arenapolis,BR,1587347207,-14.45,-56.85,5,82,73.09,0.87
321,Rostovka,RU,1587347207,55.38,71.89,86,67,48.7,4.56
322,Mar Del Plata,AR,1587346940,-38,-57.56,98,87,64,3.36
323,Pringsewu,ID,1587346720,-5.36,104.97,47,67,86.2,4.21
324,Waitati,NZ,1587347207,-45.75,170.57,61,34,60.01,5.01
325,Nikolskoye,RU,1587347002,59.7,30.79,37,94,37,4.47
326,Miri,MY,1587347208,4.41,114.01,75,79,87.8,4.7
327,Namwala,ZM,1587347208,-15.75,26.44,27,62,61.57,4.23
328,Petropavlovsk-Kamchatskiy,RU,1587347053,53.05,158.65,19,23,37.4,15.66
329,Praia Da Vitoria,PT,1587347209,38.73,-27.07,20,62,57.2,14
330,Tazovskiy,RU,1587347209,67.47,78.7,92,98,33.84,9.82
331,Kupang,ID,1587347209,-10.17,123.58,20,70,86,8.05
332,Fugen,AT,1587347209,47.35,11.85,100,67,50,1.99
333,Pisco,PE,1587347210,-13.7,-76.22,0,77,69.8,11.41
334,Bemidji,US,1587347210,47.47,-94.88,1,48,39.2,4.7
335,Carmen,MX,1587346968,18.63,-91.83,40,74,86,4.7
336,Parkhill,CA,1587347211,43.15,-81.68,0,56,37,3
337,Cabinda,AO,1587347211,-5.55,12.2,79,85,79.25,3.98
338,Ahipara,NZ,1587347211,-35.17,173.17,100,90,64.58,5.86
339,Kununurra,AU,1587347211,-15.77,128.73,10,55,91.4,4.7
340,Kapuskasing,CA,1587347211,49.42,-82.43,20,40,17.6,3.36
341,Laguna,US,1587347048,38.42,-121.42,1,48,68,5.82
342,Pergine Valsugana,IT,1587347212,46.06,11.24,90,100,51.01,12.75
343,Barra Patuca,HN,1587347212,15.8,-84.28,26,78,81.3,19.17
344,Saucillo,MX,1587347212,28.02,-105.28,44,13,75.49,16.98
345,Tokur,RU,1587347212,53.13,132.9,100,92,22.41,6.98
346,Puerto Escondido,MX,1587347213,15.85,-97.07,17,71,78.98,1.54
347,Olafsvik,IS,1587346992,64.89,-23.71,99,92,44.02,18.61
348,Santa Maria,BR,1587347077,-29.68,-53.81,0,77,62.6,2.24
349,Oktyabrskoye,RU,1587347213,43.06,44.74,3,86,37.4,4.47
350,Egvekinot,RU,1587347213,66.32,-179.17,92,90,12.56,12.8
351,Henties Bay,NA,1587346988,-22.12,14.28,30,93,59,3
352,Umm Lajj,SA,1587347214,25.02,37.27,0,58,71.49,4.07
353,Tacuati,PY,1587347214,-23.45,-56.58,0,70,67.86,4.03
354,Itarema,BR,1587347214,-2.92,-39.92,21,87,77.07,1.95
355,Sabang,ID,1587347214,5.89,95.32,6,76,84.6,10.96
356,Roanoke Rapids,US,1587347215,36.46,-77.65,100,100,60.8,6.58
357,Alvorada,BR,1587347072,-12.48,-49.12,100,86,73.94,3.8
358,Berbera,SO,1587347215,10.44,45.01,70,75,83.59,8.46
359,Sioux Lookout,CA,1587347057,50.1,-91.92,90,50,35.6,13.87
360,Moose Factory,CA,1587347215,51.26,-80.61,1,60,10.4,2.24
361,Tabatinga,BR,1587347215,-4.25,-69.94,3,100,77,0.4
362,Xuddur,SO,1587347041,4.12,43.89,100,69,75.97,5.44
363,La Asuncion,VE,1587347035,11.03,-63.86,1,78,80.6,18.34
364,Mogok,MM,1587347216,22.92,96.5,0,17,88.93,2.42
365,Touros,BR,1587346931,-5.2,-35.46,40,94,77,4.7
366,Taloqan,AF,1587347216,36.74,69.53,88,35,64.08,0.56
367,Eureka,US,1587347216,40.8,-124.16,59,72,55,3
368,Shimoda,JP,1587347017,34.67,138.95,75,100,52,11.41
369,Eydhafushi,MV,1587347217,5.1,73.07,91,74,85.86,9.98
370,Kysyl-Syr,RU,1587347217,63.9,122.76,61,88,24.39,5.28
371,Disna,BY,1587347217,55.57,28.2,18,96,29.93,5.59
372,Aklavik,CA,1587347217,68.22,-135.01,90,53,23,3.36
373,Geraldton,AU,1587346922,-28.77,114.6,0,63,69.01,12.75
374,Griffith,US,1587347024,41.53,-87.42,1,61,44.01,5.82
375,Lompoc,US,1587346936,34.64,-120.46,90,67,59,12.75
376,Hortobagy,HU,1587347218,47.58,21.15,0,42,44.6,12.75
377,Concordia,AR,1587347218,-31.39,-58.02,0,86,61,4.34
378,Lavrentiya,RU,1587347218,65.58,-171,100,92,19.63,7.83
379,Hami,CN,1587347218,42.8,93.45,89,14,65.8,10.58
380,Mitu,CO,1587347003,1.2,-70.17,50,91,71.64,1.28
381,Gien,FR,1587347219,47.69,2.63,83,84,57.99,9.42
382,Ridgecrest,US,1587347219,35.62,-117.67,1,27,73.4,13.87
383,Bella Union,UY,1587347012,-30.28,-57.6,0,62,63.57,4.79
384,Minamata,JP,1587347219,32.22,130.4,75,77,60.8,16.11
385,Cayenne,GF,1587346917,4.93,-52.33,100,100,77,10.09
386,Adiake,CI,1587347219,5.29,-3.3,40,79,84.2,8.05
387,Dingle,PH,1587347220,11,122.67,98,60,89.37,13.8
388,Senno,RU,1587347220,59.53,33.92,80,96,31.12,2.39
389,At-Bashi,KG,1587347220,41.17,75.81,73,22,47.88,3.6
390,Yarmouth,US,1587347042,41.71,-70.23,1,66,48.99,24.16
391,Kamaishi,JP,1587347075,39.27,141.88,75,93,46.4,5.82
392,Bambanglipuro,ID,1587347221,-7.95,110.28,83,66,86.45,1.25
393,Leme,BR,1587347101,-22.19,-47.39,3,78,60.66,4.68
394,Damaturu,NG,1587347221,11.75,11.96,48,14,79.38,4.25
395,Okha,RU,1587347221,53.57,142.95,100,99,31.06,13.58
396,Westport,US,1587347221,41.14,-73.36,20,71,55,14.99
397,Barcelos,PT,1587347071,41.54,-8.62,20,93,51.8,1.92
398,Bongandanga,CD,1587347039,1.5,21.05,89,87,69.6,1.99
399,Edgewater,US,1587347222,28.99,-80.9,40,51,82.4,4.63
400,Leningradskiy,RU,1587347222,69.38,178.42,95,93,14.41,10.16
401,Kibala,TD,1587347222,9.11,18.35,96,46,84.15,8.1
402,Bull Savanna,JM,1587347222,17.89,-77.59,17,82,73.71,7.27
403,Boguchany,RU,1587347222,58.38,97.45,0,60,38.93,8.77
404,Pahrump,US,1587346936,36.21,-115.98,36,24,72,5.01
405,Sur,OM,1587347223,22.57,59.53,0,41,86.29,6.08
406,Vanavara,RU,1587347223,60.34,102.28,0,70,34.86,1.52
407,Kaeo,NZ,1587347223,-35.1,173.78,100,95,62.01,1.99
408,Ravar,IR,1587347223,31.27,56.81,92,33,65.98,1.63
409,High Prairie,CA,1587347223,55.43,-116.49,27,69,42.93,7.23
410,Grafton,US,1587347193,42.21,-71.69,1,57,50,14.99
411,Lata,PT,1587346963,40.16,-8.33,100,90,53.01,1.92
412,Hongjiang,CN,1587347224,27.11,110,69,63,74.91,2.73
413,Chicama,PE,1587346998,-7.84,-79.15,7,70,73.51,6.55
414,Athol,US,1587347179,42.6,-72.23,75,57,51.8,10.29
415,Naze,JP,1587347224,28.37,129.48,20,68,71.6,14.99
416,Illapel,CL,1587347224,-31.63,-71.17,1,58,61.34,1.54
417,Shaowu,CN,1587347225,27.34,117.48,1,49,79.88,2.66
418,Woodstock,CA,1587347225,43.13,-80.75,0,49,35.01,1.01
419,Najran,SA,1587347020,17.49,44.13,75,68,69.8,2.24
420,Quatre Cocos,MU,1587347039,-20.21,57.76,75,83,77,12.75
421,Awbari,LY,1587347225,26.59,12.78,91,16,80.02,18.05
422,Majene,ID,1587347225,-3.54,118.97,85,60,87.31,4
423,San Francisco De Becerra,HN,1587347226,14.63,-86.1,0,59,74.66,3.29
424,Camana,PE,1587347226,-16.62,-72.71,17,72,69.78,5.39
425,Victoria,HK,1587347158,22.29,114.16,22,82,82,4
426,Smolenka,RU,1587347226,52.14,113.5,40,32,23,17.9
427,Haines Junction,CA,1587347226,60.75,-137.51,74,58,43.29,8.57
428,Saint-Felicien,CA,1587347072,48.65,-72.45,90,68,28.4,16.11
429,Sechura,PE,1587347227,-5.56,-80.82,97,74,73.4,13.13
430,Planadas,CO,1587347035,3.2,-75.65,46,50,65.82,2.66
431,Half Moon Bay,US,1587347227,37.46,-122.43,20,71,62.6,5.82
432,Gat,IL,1587346736,31.61,34.76,0,75,62.01,3
433,Mount Gambier,AU,1587347227,-37.83,140.77,40,59,62.6,20.8
434,Cumra,TR,1587347227,37.57,32.77,40,70,48.2,3.11
435,Tocopilla,CL,1587347228,-22.09,-70.2,1,42,69.75,2.8
436,Ketchikan,US,1587346968,55.34,-131.65,90,81,48.2,16.11
437,Kedrovyy,RU,1587346957,56.17,91.82,57,29,37.4,15.66
438,Grand Baie,MU,1587347057,-20.02,57.58,75,83,77,12.75
439,Bentiu,SS,1587347228,9.23,29.83,100,46,78.62,5.3
440,Jalu,LY,1587347228,29.03,21.55,66,26,69.19,8.86
441,Gamba,GA,1587347229,-2.65,10,100,85,77.54,3.74
442,Jawhar,SO,1587347229,2.78,45.5,93,74,80.35,5.44
443,Vrangel,RU,1587347229,42.73,133.08,100,91,40.6,14.97
444,Comodoro Rivadavia,AR,1587347200,-45.87,-67.5,0,50,53.6,20.8
445,Guerrero Negro,MX,1587347230,27.98,-114.06,99,78,60.48,19.82
446,San Patricio,MX,1587347230,19.22,-104.7,5,78,75.2,17.22
447,Lensk,RU,1587347230,60.73,114.93,100,86,26.85,4.99
448,Coahuayana,MX,1587347025,18.73,-103.68,0,82,73.35,3.44
449,Kribi,CM,1587347230,2.95,9.92,100,85,76.87,0.4
450,Quartucciu,IT,1587347230,39.25,9.18,100,100,64,4.7
451,Nancha,CN,1587347231,47.13,129.27,100,63,47.55,9.15
452,Buraydah,SA,1587347231,26.33,43.98,20,56,69.8,8.05
453,Saint George,US,1587347137,37.1,-113.58,40,25,73.4,11.41
454,Stepnyak,KZ,1587347231,52.83,70.78,93,72,52.65,6.17
455,Karachi,PK,1587347164,24.91,67.08,75,83,77,10.29
456,Lorengau,PG,1587347232,-2.02,147.27,33,74,84.49,6.35
457,Smithers,CA,1587347232,54.78,-127.17,5,52,66.2,11.41
458,Tautira,PF,1587346988,-17.73,-149.15,65,59,91.4,8.05
459,Alofi,NU,1587347232,-19.06,-169.92,2,74,84.2,14.99
460,Souillac,MU,1587347232,-20.52,57.52,75,83,77,12.75
461,Turinsk,RU,1587347232,58.05,63.7,29,62,42.53,4.43
462,Santa Cruz Cabralia,BR,1587347233,-16.28,-39.02,90,73,77,5.82
463,Ancud,CL,1587347233,-41.87,-73.82,20,93,44.6,5.79
464,Easton,US,1587347233,40.69,-75.22,40,46,53.6,8.05
465,Malakal,SS,1587347233,9.53,31.66,98,38,79.47,3.06
466,Sept-Iles,CA,1587346761,50.2,-66.38,90,98,32,11.41
467,Pangody,RU,1587347233,65.85,74.49,85,93,33.08,12.73
468,Victoria Point,AU,1587347234,-27.58,153.3,4,47,82,4
469,Vung Tau,VN,1587347234,10.35,107.08,8,64,86.09,9.08
470,San Cristobal,VE,1587346997,7.77,-72.22,98,63,67.6,1.95
471,San Juan,AR,1587347053,-31.54,-68.54,0,32,72.75,7.81
472,Sao Filipe,CV,1587347234,14.9,-24.5,1,72,71.49,16.69
473,Moron,AR,1587346898,-34.65,-58.62,0,86,66,5.91
474,Caconda,AO,1587347235,-13.73,15.07,99,61,59.02,3.4
475,Mandalgovi,MN,1587347008,45.76,106.27,95,43,28.9,18.41
476,Anloga,GH,1587347235,5.79,0.9,73,78,82.89,10.96
477,Severnyy,RU,1587347235,50.68,36.55,99,64,37.4,6.71
478,Chipurupalle,IN,1587347235,18.3,83.57,1,52,88.92,7.29
479,Trairi,BR,1587347235,-3.28,-39.27,8,83,78.84,2.42
480,Columbus,US,1587346936,39.96,-83,75,57,52,3.36
481,Tabriz,IR,1587347236,38.08,46.29,20,61,50,4.7
482,Rawson,AR,1587347236,-43.3,-65.1,41,40,60.03,23.94
483,Moissac,FR,1587347236,44.1,1.09,90,93,57.2,6.93
484,Monte Patria,CL,1587347236,-30.69,-70.95,0,56,60.66,0.69
485,Brainerd,US,1587347052,46.36,-94.2,1,33,44.6,12.75
486,Kankon,IN,1587347237,15.02,74.02,27,71,86.88,1.14
487,Luderitz,NA,1587347237,-26.65,15.16,8,87,59,3.36
488,Whitehorse,CA,1587346873,60.72,-135.05,40,29,62.6,13.87
489,Lodwar,KE,1587347080,3.12,35.6,100,51,77.94,4.74
490,Aleppo,SY,1587347237,36.25,37.5,61,44,61.99,1.39
491,Narayangarh,IN,1587347237,30.48,77.13,71,28,81.16,1.34
492,Tura,IN,1587347227,25.52,90.22,97,63,79.81,6.87
493,Tuatapere,NZ,1587347238,-46.13,167.68,16,60,57.99,7
494,Kuryk,KZ,1587347238,43.2,51.65,10,74,54.97,2.53
495,Denpasar,ID,1587347238,-8.65,115.22,20,89,84.2,2.24
496,Tougue,GN,1587347238,11.47,-11.6,72,30,79.3,2.08
497,Santa Vitoria Do Palmar,BR,1587347238,-33.52,-53.37,0,85,64.8,10.4
498,Sinnamary,GF,1587347005,5.38,-52.95,100,86,78.67,14.65
499,Hobyo,SO,1587347238,5.35,48.53,100,74,84.11,7.49
500,Marshall,US,1587347239,34.38,-86.33,90,93,59,5.82
501,Notre-Dame-Du-Lac,CA,1587347239,47.61,-68.8,99,91,39.99,4.92
502,Aasiaat,GL,1587347239,68.71,-52.87,100,91,25.75,19.48
503,Sitka,US,1587347016,57.05,-135.33,90,81,51.8,6.93
504,Loveland,US,1587347121,40.4,-105.08,95,59,51.01,4
505,Aguimes,ES,1587347240,27.91,-15.45,40,63,64.4,12.75
506,Moranbah,AU,1587347240,-22,148.05,87,30,87.85,2.48
507,Palmer,US,1587347018,42.16,-72.33,40,57,51.8,11.41
508,Sidi Ali,DZ,1587347240,36.1,0.42,54,82,57.96,26.64
509,Cerritos,US,1587347240,33.86,-118.06,40,55,64.4,12.75
510,Jalingo,NG,1587347240,8.88,11.37,100,63,81.59,8.88
511,Lhokseumawe,ID,1587347241,5.18,97.15,9,68,86.27,5.99
512,Abu Zabad,SD,1587347241,12.35,29.25,100,18,70.99,8.3
513,Suez,EG,1587347241,29.97,32.53,0,70,62.73,12.17
514,Viedma,AR,1587347044,-40.81,-63,93,53,60.71,11.23
515,Lingao,CN,1587346959,19.91,109.69,54,72,81.55,4.41
516,Matagami,CA,1587347241,49.75,-77.63,1,72,10.4,6.93
517,Meshchovsk,RU,1587347242,54.32,35.28,14,95,29.84,6.44
518,Lukovetskiy,RU,1587347242,64.3,41.92,90,98,32,4.47
519,Havre-Saint-Pierre,CA,1587347242,50.23,-63.6,20,79,26.6,6.93
520,Bhanpura,IN,1587347242,24.51,75.75,100,21,87.21,8.93
521,Morris,US,1587347242,40.83,-74.53,40,47,55.4,9.17
522,Talaya,RU,1587347242,61.38,152.75,100,82,7.88,12.95
523,Los Llanos De Aridane,ES,1587347243,28.66,-17.92,1,67,62.6,5.82
524,Azangaro,PE,1587347243,-14.92,-70.22,98,27,42.12,2.84
525,Celestun,MX,1587347243,20.87,-90.4,0,79,81.5,11.56
526,Astoria,US,1587347102,46.19,-123.83,40,62,55.4,5.82
527,Seybaplaya,MX,1587347243,19.65,-90.67,0,59,84.16,6.62
528,Nabire,ID,1587347244,-3.37,135.48,80,61,89.24,1.92
529,Gao,ML,1587346991,16.64,1.64,28,30,86.88,10.18
530,Buchanan,LR,1587347045,5.88,-10.05,40,94,78.8,2.57
531,Penzance,GB,1587347244,50.12,-5.54,100,87,54,12.75
532,Harper,LR,1587347006,4.38,-7.72,100,84,80.53,4.99
533,Kudahuvadhoo,MV,1587347041,2.67,72.89,99,71,85.64,7.87
534,Kloulklubed,PW,1587347244,7.04,134.26,75,74,86,14.99
535,Mehamn,NO,1587347008,71.04,27.85,86,79,37.33,23.87
536,Port Macquarie,AU,1587347224,-31.43,152.92,98,65,75,1.01
537,Barabinsk,RU,1587347245,55.36,78.36,0,70,52.81,4.97
538,Prachuap Khiri Khan,TH,1587347245,11.82,99.78,42,56,87.8,4.79
539,Tacuarembo,UY,1587347186,-31.73,-55.98,0,67,60.08,4.88
540,North Bend,US,1587347023,43.41,-124.22,1,66,55.99,10.29
541,Havelock,US,1587347245,34.88,-76.9,90,77,68,6.93
542,Batangafo,CF,1587347245,7.3,18.28,64,65,76.87,7.18
543,Numan,NG,1587347246,9.47,12.03,100,54,86.4,15.86
544,Xining,CN,1587347012,36.62,101.77,87,22,45.46,6.31
545,Dourbali,TD,1587347246,11.81,15.86,91,16,78.64,5.66
546,Solnechnyy,RU,1587347246,50.72,136.63,100,83,30.6,7.72
547,Boyolangu,ID,1587347045,-8.12,111.89,99,68,85.32,4.21
548,Mahon,ES,1587347247,39.89,4.27,100,100,60.8,10.29
549,Neiafu,TO,1587347067,-18.65,-173.98,75,70,86,8.05
550,Wattegama,LK,1587347247,6.8,81.48,20,100,77,3.36
551,Weligama,LK,1587347247,5.97,80.42,2,73,84.58,8.46
552,Myanaung,MM,1587347247,18.28,95.32,0,34,93.63,4.43
553,San Angelo,US,1587346992,31.46,-100.44,1,23,78.01,8.05
554,Maceio,BR,1587347167,-9.67,-35.74,54,84,79.05,10.11
555,Papar,MY,1587347248,5.73,115.93,20,74,87.8,3.36
556,Pudozh,RU,1587347248,61.81,36.53,97,98,30.49,3.18
557,San Vicente De Canete,PE,1587347248,-13.08,-76.38,4,74,70.77,3.62
558,Makakilo City,US,1587347142,21.35,-158.09,75,69,80.6,6.93
559,Nelson Bay,AU,1587346971,-32.72,152.15,100,49,70,17.22
560,Roald,NO,1587347249,62.58,6.13,0,100,37.99,8.05
561,Hailar,CN,1587347249,49.2,119.7,100,64,27.41,22.21
562,Casablanca,MA,1587347048,33.59,-7.62,20,93,50,5.82
563,Muros,ES,1587346981,42.78,-9.06,99,93,51.01,1.01
564,Riviere-Au-Renard,CA,1587347249,49,-64.4,75,58,30.2,6.93
565,Halol,IN,1587347250,22.5,73.47,47,51,84.2,2.24
566,Siauliai,LT,1587347250,55.93,23.32,0,79,28.4,6.93
567,Sistranda,NO,1587347250,63.73,8.83,75,80,41,3.36
568,Cap Malheureux,MU,1587347250,-19.98,57.61,75,83,77,12.75
569,Bafata,GW,1587347251,12.17,-14.75,50,62,73.49,4.25
